date,Appliances,Lighting,T1,RH1,T2,RH2,T3,RH3,T4,RH4,T5,RH5,T6,RH6,T7,RH7,T8,RH8,T9,RH9,Temperature,Pressure,Relative Humidity,Wind speed,Visibility,Tdewpoint,rv1,rv2
1/12/2016 2:00,40,0,20.79,46.2,20.2,44.47,20.17,45.5,21.53,45.93,18.89,50.17,4.33,91.76,17.79,46,19.22,54.72,16.89,46.83,5.2,738.3,92,5,40,4,3.53,3.53
1/12/2016 2:10,50,0,20.79,46.2,20.1,44.53,20.13,45.43,21.36,45.9,18.89,50.2,4.16,91.83,17.79,46,19.2,54.97,16.96,46.97,5.13,738.4,92,4.83,40,3.93,4.97,4.97
1/12/2016 2:20,50,0,20.7,46.26,20.1,44.59,20.13,45.4,21.23,45.9,18.79,50.09,4.16,92.57,17.89,46,19.2,54.97,17,47.23,5.07,738.5,92,4.67,40,3.87,15.81,15.81
1/12/2016 2:30,50,0,20.7,46.2,20,44.43,20.2,45.5,21.07,45.9,18.79,50.09,4.33,93.53,17.89,46.06,19.2,54.9,17,47.36,5,738.6,92,4.5,40,3.8,25.93,25.93
1/12/2016 2:40,40,0,20.6,46.2,20,44.5,20.2,45.5,20.93,45.9,18.79,50.09,4.33,93.32,17.89,46.09,19.2,54.86,17,47.53,4.93,738.7,92,4.33,40,3.73,33.1,33.1
1/12/2016 2:50,40,0,20.6,46.13,20,44.5,20.2,45.4,20.75,45.9,18.73,50.09,4.19,93.13,17.82,45.96,19.13,54.79,17,47.66,4.87,738.8,92,4.17,40,3.67,20.34,20.34
1/12/2016 3:00,30,0,20.57,46.07,19.89,44.59,20.2,45.4,20.67,46,18.7,50.09,4.06,92.87,17.86,45.97,19.2,54.9,17,47.83,4.8,738.9,92,4,40,3.6,45.64,45.64
1/12/2016 3:10,20,0,20.5,46.2,19.82,44.53,20.29,45.47,20.53,46,18.7,50.09,3.86,92.97,17.86,45.97,19.2,54.97,17,47.9,4.82,739.02,92.17,4.33,40,3.63,14.68,14.68
1/12/2016 3:20,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09,17.89,46.2,19.2,55.09,17,48.03,4.83,739.13,92.33,4.67,40,3.67,22.95,22.95
1/12/2016 3:30,40,0,20.43,46.23,19.79,44.53,20.2,45.4,20.39,46.16,18.63,50.03,3.9,94.05,17.89,46.2,19.2,55.03,17,48.09,4.85,739.25,92.5,5,40,3.7,16.62,16.62
1/12/2016 3:40,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50,4.19,94.66,17.89,46.2,19.2,54.86,17.07,48.29,4.87,739.37,92.67,5.33,40,3.73,32.54,32.54
1/12/2016 3:50,50,0,20.39,46.36,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50,4.26,94.8,17.89,46.13,19.2,54.73,17.07,48.36,4.88,739.48,92.83,5.67,40,3.77,12.9,12.9
1/12/2016 4:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50,4.46,95.03,17.89,46.09,19.1,54.56,17.03,48.46,4.9,739.6,93,6,40,3.8,23.93,23.93
1/12/2016 4:10,50,0,20.29,46.55,19.63,44.63,20.29,45.5,20.03,46.29,18.53,50,4.59,95.03,17.89,45.92,19.1,54.5,17.03,48.59,4.92,739.65,92.67,5.83,40,3.77,38.32,38.32
1/12/2016 4:20,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50,4.73,94.87,17.89,45.73,19.1,54.5,17.03,48.77,4.93,739.7,92.33,5.67,40,3.73,4.21,4.21
1/12/2016 4:30,40,0,20.2,46.43,19.6,44.59,20.29,45.5,19.93,46.47,18.5,50,4.8,94.73,17.89,45.7,19.1,54.5,17.03,48.9,4.95,739.75,92,5.5,40,3.7,43.77,43.77
1/12/2016 4:40,40,0,20.2,46.56,19.57,44.7,20.29,45.56,19.86,46.47,18.5,50,4.8,94.49,17.89,45.7,19.1,54.4,17.1,49.05,4.97,739.8,91.67,5.33,40,3.67,16.95,16.95
1/12/2016 4:50,60,0,20.17,46.36,19.5,44.7,20.29,45.59,19.79,46.47,18.5,50,4.8,94.23,17.89,45.59,19.1,54.4,17.1,49.2,4.98,739.85,91.33,5.17,40,3.63,41.97,41.97
1/12/2016 5:00,50,0,20.1,46.36,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50,4.8,94.13,17.89,45.66,19.1,54.29,17.1,49.26,5,739.9,91,5,40,3.6,17.33,17.33
1/12/2016 5:10,50,0,20.1,46.5,19.43,44.73,20.29,45.59,19.7,46.66,18.47,49.98,4.8,94,17.89,45.59,19.1,54.23,17.1,49.29,4.98,739.97,91.67,4.83,40,3.68,16.69,16.69
1/12/2016 5:20,40,0,20.03,46.36,19.39,44.73,20.29,45.59,19.67,46.66,18.39,49.9,4.76,93.56,17.89,45.59,19.05,54.05,17.1,49.36,4.97,740.03,92.33,4.67,40,3.77,23.82,23.82
1/12/2016 5:30,40,0,20,46.29,19.39,44.79,20.36,45.59,19.6,46.59,18.39,49.9,4.76,94.02,17.89,45.63,19,54,17.1,49.43,4.95,740.1,93,4.5,40,3.85,44.61,44.61
1/12/2016 5:40,40,0,20,46.29,19.39,44.79,20.39,45.59,19.6,46.63,18.39,49.9,4.83,94.73,17.89,45.63,19.07,54,17.1,49.56,4.93,740.17,93.67,4.33,40,3.93,43.22,43.22
1/12/2016 5:50,40,0,20,46.23,19.39,44.79,20.32,45.59,19.6,46.7,18.39,49.9,4.83,95,17.89,45.59,19.1,53.9,17.1,49.63,4.92,740.23,94.33,4.17,40,4.02,19.5,19.5
1/12/2016 6:00,50,0,19.93,46.23,19.29,44.9,20.32,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.72,19.03,53.83,17.1,49.7,4.9,740.3,95,4,40,4.1,38.87,38.87
1/12/2016 6:10,70,10,19.89,46.23,19.29,44.93,20.32,45.59,19.5,46.7,18.36,49.93,5,95.82,17.89,45.9,19,53.79,17.1,49.83,4.93,740.43,94.67,4.17,38.17,4.1,48.03,48.03
1/12/2016 6:20,40,0,19.89,46.43,19.29,45,20.29,45.59,19.43,46.7,18.29,50,5.09,96.03,17.89,45.97,19,53.79,17.1,49.97,4.97,740.57,94.33,4.33,36.33,4.1,21.73,21.73
1/12/2016 6:30,30,0,19.89,46.63,19.29,45.13,20.29,45.59,19.39,46.7,18.29,50.13,5,95.9,17.89,45.9,19,53.76,17.13,50,5,740.7,94,4.5,34.5,4.1,35.63,35.63
1/12/2016 6:40,20,10,19.89,46.7,19.22,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5,95.97,17.89,45.83,19,53.7,17.2,50,5.03,740.83,93.67,4.67,32.67,4.1,20,20
1/12/2016 6:50,30,0,19.89,46.86,19.2,45.25,20.29,45.43,19.29,46.79,18.29,50.23,4.97,95.93,17.89,45.72,19,53.88,17.2,50,5.07,740.97,93.33,4.83,30.83,4.1,16.27,16.27
1/12/2016 7:00,40,10,19.82,46.86,19.2,45.36,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93,17.89,45.79,19,54,17.2,50,5.1,741.1,93,5,29,4.1,37.85,37.85
1/12/2016 7:10,50,10,19.86,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.43,4.93,96.09,17.89,45.86,19,54.06,17.2,50.09,5.1,741.22,92.67,5,30.83,4.05,10.13,10.13
1/12/2016 7:20,60,20,19.79,46.79,19.2,45.33,20.17,45.29,19.29,46.6,18.23,50.83,4.93,96.09,17.89,45.52,18.93,53.8,17.2,49.96,5.1,741.33,92.33,5,32.67,4,35.56,35.56
1/12/2016 7:30,60,20,19.79,46.9,19.18,45.2,20.1,45.29,19.26,46.3,18.2,51.27,5,96.09,17.89,45.14,18.97,53.15,17.2,49.72,5.1,741.45,92,5,34.5,3.95,6.08,6.08
1/12/2016 7:40,70,20,19.79,47.43,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.53,5,96.09,17.86,44.83,18.89,52.8,17.2,49.46,5.1,741.57,91.67,5,36.33,3.9,12.27,12.27
1/12/2016 7:50,60,30,19.79,48.37,19.1,45,20.1,45.29,19.17,45.97,18.1,51.83,5,96.09,17.79,44.57,18.86,52.36,17.15,49,5.1,741.68,91.33,5,38.17,3.85,7.17,7.17
1/12/2016 8:00,140,20,19.79,48.67,19.1,45,20.2,45.29,19.17,45.9,18.1,51.97,5.06,96.16,17.79,44.33,18.79,51.96,17.1,48.63,5.1,741.8,91,5,40,3.8,11.98,11.98
1/12/2016 8:10,110,30,19.79,48.53,19.07,45.06,20.13,45.29,19.2,45.76,18.1,52.13,5.09,96.03,17.86,44.66,18.79,51.63,17.1,48.36,5.05,741.88,91,5,40,3.73,2.95,2.95
1/12/2016 8:20,90,10,19.89,50,19.02,45.04,20.15,45.25,19.2,45.63,18.03,52.2,5.09,95.76,18,45.06,18.79,51.4,17.1,48.03,5,741.97,91,5,40,3.67,32.11,32.11
1/12/2016 8:30,60,0,19.89,48.73,19.1,45.2,20.1,45.2,19.1,45.53,18.05,52.4,5,95.46,18,44.46,18.7,51.05,17.1,47.77,4.95,742.05,91,5,40,3.6,43.81,43.81
1/12/2016 8:40,60,0,19.89,48.03,19.03,45.13,20.1,45.2,19.1,45.4,18,52.5,4.79,94.79,17.89,43.96,18.7,50.76,17.1,47.47,4.9,742.13,91,5,40,3.53,38.95,38.95
1/12/2016 8:50,60,0,19.89,47.63,19,45.09,20.1,45.2,19.1,45.36,18,52.56,4.47,94.19,17.89,43.57,18.7,50.65,17.03,47.27,4.85,742.22,91,5,40,3.47,39.87,39.87
1/12/2016 9:00,50,0,19.86,47.06,19,45.03,20.1,45.2,19.1,45.23,18,52.79,4.3,94.45,17.86,43.1,18.7,50.42,17,46.93,4.8,742.3,91,5,40,3.4,22.76,22.76
1/12/2016 9:10,60,0,19.79,46.66,19,44.97,20.1,45.16,19.1,45.09,17.93,52.79,4.06,94.19,17.79,42.77,18.63,50.16,17.07,46.79,4.88,742.38,91,5,38.17,3.48,20.5,20.5
1/12/2016 9:20,50,0,19.79,46.33,19,44.83,20.1,45.09,19.1,44.97,17.89,52.76,4.03,94.67,17.79,42.43,18.67,50.03,17.03,46.59,4.97,742.47,91,5,36.33,3.57,40.54,40.54
1/12/2016 9:30,30,0,19.79,46.07,19,44.65,20.1,45.16,19.03,44.77,17.89,52.03,4.09,95,17.79,42.23,18.6,49.83,17.03,46.39,5.05,742.55,91,5,34.5,3.65,30.25,30.25
1/12/2016 9:40,40,0,19.76,45.86,18.96,44.56,20.03,44.96,19,44.66,18,50.9,4.12,95.4,17.7,41.97,18.6,49.66,17,46.16,5.13,742.63,91,5,32.67,3.73,32.74,32.74
1/12/2016 9:50,30,0,19.7,45.79,18.96,44.43,20,44.9,19.07,44.59,18,50.43,4.26,95.8,17.7,41.83,18.6,49.59,17,46.03,5.22,742.72,91,5,30.83,3.82,17.66,17.66
1/12/2016 10:00,260,0,19.7,45.66,18.89,44.29,20,44.9,19.1,44.69,18,49.93,4.46,96.26,17.7,41.66,18.6,49.47,17,45.86,5.3,742.8,91,5,29,3.9,13.51,13.51
1/12/2016 10:10,500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.17,45.03,18,49.66,4.73,96.47,17.7,41.59,18.53,49.4,17,45.73,5.48,742.88,90.17,5,30.83,3.95,49.63,49.63
1/12/2016 10:20,450,0,19.73,47.79,18.93,44.23,19.89,44.9,19.36,45.36,18,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17,45.66,5.67,742.97,89.33,5,32.67,4,31.67,31.67
1/12/2016 10:30,50,10,19.79,48.79,19,44.36,19.89,44.86,19.69,45.56,18,49.56,5.16,96.5,17.7,41.4,18.5,49.2,17,45.46,5.85,743.05,88.5,5,34.5,4.05,10.66,10.66
1/12/2016 10:40,60,0,19.89,47.94,19.03,44.57,19.96,44.86,20,45.13,18.03,49.63,5.33,96.56,17.7,41.33,18.5,49.09,17.03,45.29,6.03,743.13,87.67,5,36.33,4.1,6.47,6.47
1/12/2016 10:50,60,0,19.89,47.16,19.03,44.57,19.93,44.79,20.07,44.86,18.1,49.57,5.4,96.29,17.7,41.26,18.5,49.09,17.03,45.23,6.22,743.22,86.83,5,38.17,4.15,23.91,23.91
1/12/2016 11:00,50,0,19.89,46.77,19.03,44.5,20,44.79,20.13,44.7,18.03,49.33,5.53,96.19,17.7,41.2,18.5,49,17.05,45.25,6.4,743.3,86,5,40,4.2,46.2,46.2
1/12/2016 11:10,50,0,20,46.3,19.1,44.5,20,44.79,20.2,44.63,18.1,49.33,5.8,96.19,17.73,41.03,18.5,48.93,17.1,45.29,6.5,743.33,85.17,5.33,38,4.17,29.94,29.94
1/12/2016 11:20,50,0,20,45.96,19.1,44.47,19.93,44.79,20.2,44.59,18.1,49.26,5.83,95.02,17.79,40.9,18.43,48.59,17.1,45.23,6.6,743.37,84.33,5.67,36,4.13,48.81,48.81
1/12/2016 11:30,60,0,20,46.22,19.1,44.4,19.95,44.79,20.13,44.46,18.1,49.13,5.97,94.56,17.79,40.7,18.5,48.46,17.1,45.2,6.7,743.4,83.5,6,34,4.1,36.59,36.59
1/12/2016 11:40,60,0,20,45.96,19.1,44.29,19.89,44.76,20.1,44.16,18.1,49.09,6.25,93.75,17.86,40.63,18.5,48.19,17.1,45.13,6.8,743.43,82.67,6.33,32,4.07,17.84,17.84
1/12/2016 11:50,60,0,20,45.72,19.15,44.25,19.89,44.7,20.1,44.03,18.1,49,6.43,91.23,17.82,40.47,18.5,47.97,17.1,45.2,6.9,743.47,81.83,6.67,30,4.03,21.57,21.57
1/12/2016 12:00,60,0,20,45.66,19.2,44.2,19.96,44.7,20.03,43.9,18.1,48.93,6.5,88.9,17.89,40.33,18.57,47.83,17.1,45.2,7,743.5,81,7,28,4,7.41,7.41
1/12/2016 12:10,190,0,20.03,45.5,19.2,44.13,19.96,44.7,20.03,43.69,18.07,49,6.59,85.46,17.92,40.24,18.57,47.59,17.1,45.06,7.08,743.5,80.67,7,30,4.02,0.65,0.65
1/12/2016 12:20,220,0,20.1,45.69,19.2,43.9,20,44.79,20,43.85,18,49.4,6.66,84.4,17.93,40.03,18.55,47.55,17.1,45,7.17,743.5,80.33,7,32,4.03,35.78,35.78
1/12/2016 12:30,170,0,20.1,45.4,19.2,43.9,20,44.79,20,43.83,17.96,49.89,6.93,83.1,17.97,39.88,18.6,47.35,17.1,44.86,7.25,743.5,80,7,34,4.05,5.16,5.16
1/12/2016 12:40,390,0,20.1,45.33,19.2,43.86,19.96,44.79,20,43.97,17.89,50.22,7.13,82.89,18,39.7,18.6,47.2,17.1,44.79,7.33,743.5,79.67,7,36,4.07,22.31,22.31
1/12/2016 12:50,90,0,20.1,45.33,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.4,7.43,82.33,18,39.66,18.5,47.2,17.1,44.7,7.42,743.5,79.33,7,38,4.08,32.01,32.01
1/12/2016 13:00,60,0,20.17,46.99,19.2,43.76,19.89,44.79,19.89,44.16,17.89,50.56,7.5,81,18,39.59,18.5,47.13,17.17,44.63,7.5,743.5,79,7,40,4.1,49.59,49.59
1/12/2016 13:10,290,0,20.1,46.43,19.1,43.82,19.89,44.79,19.86,44.16,17.86,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.17,44.56,7.42,743.5,79.33,7.17,40,4.07,24.78,24.78
